Sr.No,Bill no. ,Invoice,Invoice No,Bill Date,,Sticher Name,vendor code,buyer name,Description,Style name,HSN Code,rate,Bill no. ,P O Number,Destination ,, Invoice Full Amount ,Invoice Pcs,"Grn 
Pcs",Short Pcs,Remark,Grn No,Grn Date,,Transport,Bill no. ,LR No,LR  Date ,Cartons,Bank Name,Date,Hundi No,Vendor Code,Remark
79,27079,GS/0,GS/027079,17-Apr-25,,Prabha Creation,RR10337044,Reliance,YETKRTSCUT3343/Black,YETKRTSCUT3343,62046300,262.00,27079,5108450486,West bengal,," 1,45,253.00 ",528,528,0,,5061562026,03-May-25,,Sai Logistics,27079,154340,18-Apr-25,10,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
80,27080,GS/0,GS/027080,17-Apr-25,,Prabha Creation,RR10337044,Reliance,YETKRTSCUT3343/Black,YETKRTSCUT3343,62046300,262.00,27080,5108455116,Jhajjar,," 1,98,072.00 ",720,720,0,,5061847980,06-May-25,,Sai Logistics,27080,154342,18-Apr-25,13,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
81,27081,GS/0,GS/027081,17-Apr-25,,Prabha Creation,RR10337044,Reliance,YETKRTSCUT3343/Black,YETKRTSCUT3343,62046300,262.00,27081,5108455117,Bangalore,," 3,11,413.00 ",1132,1132,0,,5061070425,29-Apr-25,,Sai Logistics,27081,154344,18-Apr-25,20,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
82,27082,GS/0,GS/027082,14-Apr-25,,Salasar Creation,,Moglix,"SU-EMSTK00039-125 SS25/Pale Green



",EMSTK00039,62063000,386.78,27082,PO#:MOGLIX8319500501589942,Hyderabad,," 6,37,201.00 ",1569,1569,0,,GRC(HYD)/00000488/25-26,21-Apr-25,,Elite Eagle,27082,,,30,Allocation send,17-07-2025,Money Return,,
83,27083,GS/0,GS/027083,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3347/Coral,YETKRTSCUT3347,62046300,253.00,27083,5108441301,West bengal,," 3,27,281.00 ",1232,1232,0,,5061560911,03-May-25,,Sai Logistics,27083,154331,18-Apr-25,20,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
84,27084,GS/0,GS/027084,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3347/Coral,YETKRTSCUT3347,62046300,253.00,27084,5108441314,Jhajjar,," 4,46,292.00 ",1680,1672,8,,5061847339,06-May-25,,Sai Logistics,27084,154335,18-Apr-25,27,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
85,27085,GS/0,GS/027085,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3347/Coral,YETKRTSCUT3347,62046300,253.00,27085,5108441337,Bangalore,," 7,14,067.00 ",2688,2688,0,,5061070426,29-Apr-25,,Sai Logistics,27085,154328,18-Apr-25,42,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
86,27086,GS/0,GS/027086,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3347/Coral,YETKRTSCUT3347,62046300,253.00,27086,5108450486,West bengal,," 1,40,263.00 ",528,528,0,,5061559969,03-May-25,,Sai Logistics,27086,154332,18-Apr-25,10,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
87,27087,GS/0,GS/027087,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3347/Coral,YETKRTSCUT3347,62046300,253.00,27087,5108455116,Jhajjar,," 1,91,268.00 ",720,720,0,,5061846444,06-May-25,,Sai Logistics,27087,154336,18-Apr-25,14,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
88,27088,GS/0,GS/027088,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3347/Coral,YETKRTSCUT3347,62046300,253.00,27088,5108455117,Bangalore,," 3,06,029.00 ",1152,1149,3,,5061086489,29-Apr-25,,Sai Logistics,27088,154327,18-Apr-25,20,HSBC BANK,24-04-2025,Reliance 102,RR10337044,
89,27089,GS/0,GS/027089,14-Apr-25,,Shreeji Apparels,116216,D-Mart,KURTA LD SHO PLCT,KURTA LD SHO PLCT,62063090,203.00,27089,5002226455,Vadodara,," 5,54,190.00 ",2600,2600,0,,Payment Received,29-Apr-25,,Sai Logistics,27089,154314,18-Apr-25,65,Allocation send,17-07-2025,Money Return,,
90,27090,GS/0,GS/027090,14-Apr-25,,Shreeji Apparels,116216,D-Mart,KURTA LD SHO PLCT,KURTA LD SHO PLCT,62063090,203.00,27090,5002226458,Isnapur,," 8,09,970.00 ",3800,3800,0,,Payment Received,28-Apr-25,,Sai Logistics,27090,154315,18-Apr-25,95,Allocation send,17-07-2025,Money Return,,
91,27091,GS/0,GS/027091,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3344/Olive,YETKRTSCUT3344,62046300,260.00,27091,5108441295,West bengal,," 3,36,336.00 ",1232,1232,0,,5061562025,03-May-25,,Sai Logistics,27091,154333,18-Apr-25,20,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
92,27092,GS/0,GS/027092,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3344/Olive,YETKRTSCUT3344,62046300,260.00,27092,5108441310,Jhajjar,," 4,58,640.00 ",1680,1680,0,,5061847981,06-May-25,,Sai Logistics,27092,154337,18-Apr-25,27,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
93,27093,GS/0,GS/027093,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3344/Olive,YETKRTSCUT3344,62046300,260.00,27093,5108441343,Bangalore,," 7,33,824.00 ",2688,2688,0,,5061083525,29-Apr-25,,Sai Logistics,27093,154329,18-Apr-25,42,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
94,27094,GS/0,GS/027094,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3344/Olive,YETKRTSCUT3344,62046300,260.00,27094,5108450486,West bengal,," 1,44,144.00 ",528,528,0,,5061559963,03-May-25,,Sai Logistics,27094,154334,18-Apr-25,10,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
95,27095,GS/0,GS/027095,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3344/Olive,YETKRTSCUT3344,62046300,260.00,27095,5108455116,Jhajjar,," 1,96,560.00 ",720,720,0,,5061847336,06-May-25,,Sai Logistics,27095,154338,18-Apr-25,14,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
96,27096,GS/0,GS/027096,17-Apr-25,,Shreeji Apparels,RR10337044,Reliance,YETKRTSCUT3344/Olive,YETKRTSCUT3344,62046300,260.00,27096,5108455117,Bangalore,," 3,14,496.00 ",1152,1152,0,,5061083522,29-Apr-25,,Sai Logistics,27096,154330,18-Apr-25,20,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
97,27097,GS/0,GS/027097,18-Apr-25,,Abt Enterprises,RR10337044,Reliance,YETKRTSCUT3382/Yellow,YETKRTSCUT3382,62046300,260.00,27097,5108441294,West bengal,," 3,36,336.00 ",1232,1232,0,,5061562721,03-May-25,,Sai Logistics,27097,154372,19-Apr-25,20,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
98,27098,GS/0,GS/027098,18-Apr-25,,Abt Enterprises,RR10337044,Reliance,YETKRTSCUT3382/Yellow,YETKRTSCUT3382,62046300,260.00,27098,5108441324,Jhajjar,," 4,58,640.00 ",1680,1680,0,,5061847982,06-May-25,,Sai Logistics,27098,154374,19-Apr-25,27,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
99,27099,GS/0,GS/027099,18-Apr-25,,Abt Enterprises,RR10337044,Reliance,YETKRTSCUT3382/Yellow,YETKRTSCUT3382,62046300,260.00,27099,5108441342,Bangalore,," 7,33,824.00 ",2688,2688,0,,5061072286,29-Apr-25,,Sai Logistics,27099,154376,19-Apr-25,42,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
100,27100,GS/0,GS/027100,18-Apr-25,,Abt Enterprises,RR10337044,Reliance,YETKRTSCUT3382/Yellow,YETKRTSCUT3382,62046300,260.00,27100,5108450486,West bengal,," 1,44,144.00 ",528,528,0,,5061562722,03-May-25,,Sai Logistics,27100,154373,19-Apr-25,10,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
101,27101,GS/0,GS/027101,18-Apr-25,,Abt Enterprises,RR10337044,Reliance,YETKRTSCUT3382/Yellow,YETKRTSCUT3382,62046300,260.00,27101,5108455116,Jhajjar,," 1,96,560.00 ",720,720,0,,5061847333,06-May-25,,Sai Logistics,27101,154375,19-Apr-25,14,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
102,27102,GS/0,GS/027102,18-Apr-25,,Abt Enterprises,RR10337044,Reliance,YETKRTSCUT3382/Yellow,YETKRTSCUT3382,62046300,260.00,27102,5108455117,Bangalore,," 3,14,496.00 ",1152,1141,11,,5061086488,29-Apr-25,,Sai Logistics,27102,154377,19-Apr-25,20,HSBC BANK,14-05-2025,Reliance 104,RR10337044,
103,27103,GS/0,GS/027103,17-Apr-25,28-Mar-26,Bharat Garments,,Nexon,"SU-ESP00004-
223 AW24/Fuschia",ESP00004,62063000,265.00,27103,PO(ELHYD)/00050/25-26,Hyderabad,," 3,33,900.00 ",1200,1200,0,,GRC(HYD)/00000682/25-26,28-Apr-25,,Elite Eagle,27103,EE-918408,21-Apr-25,21,Allocation send,17-07-2025,Money Return,,
104,27104,GS/0,GS/027104,21-Apr-25,28-Mar-26,Shreeji Apparels,,Nexon,SU-MLK00211-125 SS25,MLK00211,62033300,475.00,27104,PO(ELHYD)/00541/25-26,Hyderabad,," 1,78,553.00 ",358,358,0,,GRC(HYD)/00000692/25-26,29-Apr-25,,Elite Eagle,27104,,,10,Allocation send,17-07-2025,Money Return,,
105,27105,GS/0,GS/027105,17-Apr-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,27105,5002242882,Bhiwandi,," 8,06,400.00 ",2048,2048,0,,Payment Received,02-May-25,,Sai Logistics,27105,156266,18-Apr-25,64,Allocation send,17-07-2025,Money Return,,
106,27106,GS/0,GS/027106,17-Apr-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO LD RYKLIPRT,PALAZO LD RYKLIPRT,62045390,375.00,27106,5002242891,Isnapur,," 5,79,600.00 ",1472,1472,0,,Payment Received,06-May-25,,Sai Logistics,27106,156267,18-Apr-25,46,Allocation send,17-07-2025,Money Return,,
107,27107,GS/0,GS/027107,18-Apr-25,,Shreeji Apparels,116216,D-Mart,KURTA LD SHO PLCT,KURTA LD SHO PLCT,62063090,203.00,27107,5002226451,Bhiwandi,," 5,54,190.00 ",2600,2600,0,,Payment Received,02-May-25,,Sai Logistics,27107,154378,19-Apr-25,65,Allocation send,17-07-2025,Money Return,,
108,27108,GS/0,GS/027108,19-Apr-25,28-Mar-26,Bharat Garments,,Nexon,"SU-ESP00004-
125 SS25/Shell",ESP00004,62063000,265.00,27108,PO(ELHYD)/00595/25-26,Hyderabd,," 2,22,600.00 ",800,800,0,,GRC(HYD)/00000704/25-26,29-Apr-25,,Elite Eagle,27108,EE-1010092,22-Apr-25,13,Allocation send,17-07-2025,Money Return,,
109,27109,GS/0,GS/027109,23-Jun-25,,Abt Enterprises,12635,Max,"NOOSP
T21OW/Offwhite","NOOSP
T21OW",62046300,220.00,27109,1834635,Bangalore,," 69,300.00 ",300,300,0,,82765569,01-Jul-25,,Tci Express,27109,169218000,23-Jun-25,5,,,,,
110,27110,GS/0,GS/027110,23-Jun-25,,Abt Enterprises,12635,Max,"NOOSP
T21OW/Offwhite","NOOSP
T21OW",62046300,220.00,27110,1834646,Bangalore,," 55,440.00 ",240,240,0,,82764669,01-Jul-25,,Tci Express,27110,169217996,23-Jun-25,4,,,,,
111,27111,GS/0,GS/027111,23-Jun-25,,Abt Enterprises,12635,Max,"NOOSP
T21BL/Black","NOOSP
T21BL",62046300,220.00,27111,1834663,Bangalore,," 69,300.00 ",300,300,0,,82765501,01-Jul-25,,Tci Express,27111,169218011,23-Jun-25,5,,,,,
112,27112,GS/0,GS/027112,25-Apr-25,,Abt Enterprises,12635,Max,"NOOSP
T21BL/Balck","NOOSP
T21BL",62046300,220.00,27112,1829013,Bangalore,," 41,580.00 ",180,180,0,,79336239,08-May-25,,Tci Express,27112,168151034,25-Apr-25,3,Allocation send,17-07-2025,Money Return,,
113,27113,GS/0,GS/027113,25-Apr-25,,Abt Enterprises,12635,Max,"NOOSP
T21BL/Balck","NOOSP
T21BL",62046300,220.00,27113,1829013,West Bengal,," 41,580.00 ",180,180,0,,79153392,06-May-25,,Tci Express,27113,168151045,25-Apr-25,3,Allocation send,17-07-2025,Money Return,,
114,27114,GS/0,GS/027114,,,,,,,,,,27114,,,,,,,,,,,,,27114,,,,,,,,
115,27115,GS/0,GS/027115,,,,,,,,,,27115,,,,,,,,,,,,,27115,,,,,,,,
116,27116,GS/0,GS/027116,22-Apr-25,,Gajanan Kumar Koli,116216,D-mart,KURTA LD PC LCE,KURTA LD PC LCE,62063090,230.00,27116,5002222453,Bhiwandi,," 4,98,456.00 ",2064,2064,0,,Payment Received,09-May-25,,Sai Logistics,27116,160307,28-Apr-25,43,Allocation send,17-07-2025,Money Return,,
117,27117,GS/0,GS/027117,,,,,,,,,,27117,,,,,,,,,,,,,27117,,,,,,,,
118,27118,GS/0,GS/027118,28-Apr-25,28-Mar-26,Vivek Bhagawandas Bhandari,,Nexon,SU-EAL00004-123 SS25/Rose Gold,EAL00004,62064000,195.00,27118,PO(ELHYD)/00358/25-26,Hyderabad,," 2,04,750.00 ",1000,1000,0,,GRC(HYD)/00000796/25-26,03-May-25,,Blue dart,27118,,,11,Allocation send,17-07-2025,Money Return,,
119,27119,GS/0,GS/027119,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Beige","NOOSC
WPTLY",62063000,230.00,27119,1846042,Bhiwandi,," 14,490.00 ",60,60,0,,79690318,13-May-25,,Tci Express,27119,168152784,07-May-25,1,Allocation send,01-08-2025,Money Return,,
120,27120,GS/0,GS/027120,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Beige","NOOSC
WPTLY",62063000,230.00,27120,1846042,Ghaziabad,," 57,960.00 ",240,240,0,,79751303,14-May-25,,Tci Express,27120,168152773,07-May-25,4,Allocation send,01-08-2025,Money Return,,
121,27121,GS/0,GS/027121,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Beige","NOOSC
WPTLY",62063000,230.00,27121,1846042,Bangalore,," 14,490.00 ",60,60,0,,79750833,15-May-25,,Tci Express,27121,168152762,07-May-25,1,,,,,
122,27122,GS/0,GS/027122,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Beige","NOOSC
WPTLY",62063000,230.00,27122,1846042,Howarah,," 72,450.00 ",300,300,0,,79804421,15-May-25,,Tci Express,27122,168152751,07-May-25,5,Allocation send,01-08-2025,Money Return,,
123,27123,GS/0,GS/027123,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Offwhite","NOOSC
WPTLY",62063000,230.00,27123,1846045,Bhiwandi,," 28,980.00 ",120,120,0,,79574324,12-May-25,,Tci Express,27123,168152740,07-May-25,2,,,,,
124,27124,GS/0,GS/027124,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Offwhite","NOOSC
WPTLY",62063000,230.00,27124,1846045,Ghaziabad,," 1,73,880.00 ",720,720,0,,79746561,14-May-25,,Tci Express,27124,168152736,07-May-25,12,,,,,
125,27125,GS/0,GS/027125,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Offwhite","NOOSC
WPTLY",62063000,230.00,27125,1846045,Howarah,," 86,940.00 ",360,360,0,,79804765,15-May-25,,Tci Express,27125,168152725,07-May-25,6,,,,,
126,27126,GS/0,GS/027126,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Black","NOOSC
WPTLY",62063000,230.00,27126,1846044,Bhiwandi,," 28,980.00 ",120,120,0,,79574325,12-May-25,,Tci Express,27126,168152714,07-May-25,2,,,,,
127,27127,GS/0,GS/027127,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Black","NOOSC
WPTLY",62063000,230.00,27127,1846044,Ghaziabad,," 72,450.00 ",300,300,0,,79752125,14-May-25,,Tci Express,27127,168152703,07-May-25,5,,,,,
128,27128,GS/0,GS/027128,07-May-25,,Bharat Garments,12635,Max,"NOOSC
WPTLY/Black","NOOSC
WPTLY",62063000,230.00,27128,1846044,Howarah,," 28,980.00 ",120,120,0,,79804487,15-May-25,,Tci Express,27128,168152692,07-May-25,2,,,,,
129,27129,GS/0,GS/027129,30-Apr-25,28-Mar-26,Cancel Invoice,,Nexon,SU-IEST00059-224 SS25/Offwhite,IEST00059,62064000,265.00,27129,PO(ELHYD)/00061/25-26,Hyderabad,, -   ,0,,0,,Cancel Invoice,,,Elite Eagle,27129,,,38,,,,,
130,27130,GS/0,GS/027130,01-May-25,28-Mar-26,Jha Fashion,,Nexon,"SU-WACT00042-
125 SS25/Ash",WACT00042,61061000,161.50,27130,PO(ELHYD)/01034/25-26,Hyderabad,," 3,73,065.00 ",2200,2200,0,,GRC(HYD)/00001059/25-26,12-May-25,,Elite Eagle,27130,EE-920294,03-May-25,27,Allocation send,01-08-2025,Money Return,,
131,27131,GS/0,GS/027131,01-May-25,28-Mar-26,Jha Fashion,,Nexon,"SU-WACT00042-
125 SS25/Black",WACT00042,61061000,161.50,27131,PO(ELHYD)/01035/25-26,Hyderabad,," 3,73,065.00 ",2200,2199,1,,GRC(HYD)/00001088/25-26,13-May-25,,Elite Eagle,27131,EE-920331,03-May-25,27,Allocation send,01-08-2025,Money Return,,
132,27132,GS/0,GS/027132,05-May-25,28-Mar-26,Vivek Bhagawandas Bhandari,,Nexon,SU-EAL00004-123 SS25/Antique Gold,EAL00004,62064000,195.00,27132,PO(ELHYD)/01178/25-26,Hyderabad,," 81,900.00 ",400,400,0,,GRC(HYD)/00001071/25-26,13-May-25,,Blue dart,27132,,,5,Allocation send,01-08-2025,Money Return,,
133,27133,GS/0,GS/027133,,,,,,,,,,27133,,,,,,,0,,,,,,27133,,,,,,,,
134,27134,GS/0,GS/027134,07-May-25,28-Mar-26,Shreeji Apparels,,Nexon,"ET-MTLK00256-
125 SS25/Vetiver",MTLK00256,62032300,768.00,27134,PO(ELT)/02021/24-25,Bhiwandi,," 1,12,896.00 ",140,140,0,,GRC(ELT)/00280/2025-2026,10-May-25,,Elite Eagle,27134,,,7,Allocation send,01-08-2025,Money Return,,
135,27135,GS/0,GS/027135,14-May-25,,Abt Enterprises,12635,Max,"NOOSP
T21OW/Offwhite","NOOSP
T21OW",62046300,220.00,27135,1844557,Bangalore,," 83,160.00 ",360,360,0,,80266791,24-May-25,,Tci Express,27135,168153720,15-May-25,6,,,,,
136,27136,GS/0,GS/027136,14-May-25,,Abt Enterprises,12635,Max,"NOOSP
T21BL/Black","NOOSP
T21BL",62046300,220.00,27136,1844561,Bangalore,," 13,860.00 ",60,60,0,,Payment Received,26-Jun-25,,Tci Express,27136,168153716,15-May-25,1,,,,,
137,27137,GS/0,GS/027137,14-May-25,,Abt Enterprises,12635,Max,"NOOSP
T21BE/Beige","NOOSP
T21BE",62046300,220.00,27137,1844556,Bangalore,," 55,440.00 ",240,240,0,,80268333,24-May-25,,Tci Express,27137,168153705,15-May-25,4,,,,,
138,27138,GS/0,GS/027138,09-May-25,28-Mar-26,Salasar Creation,,Nexon,SU-EEST00196-125 SS25/Sage,EEST00196,62064000,295.00,27138,PO(ELHYD)/01640/25-26,Hyderabad,," 8,52,122.00 ",2751,2751,0,,GRC(HYD)/00001204/25-26,16-May-25,,Elite Eagle,27138,EE-921309,09-May-25,43,,,,,
139,27139,GS/0,GS/027139,09-May-25,28-Mar-26,Salasar Creation,,Nexon,"SU-IEST00059-
224 SS25/Offwhite



",IEST00059,62064000,265.00,27139,PO(ELHYD)/01659/25-26,Hyderabad,," 5,56,500.00 ",2000,2000,0,,GRC(HYD)/00001210/25-26,16-May-25,,Elite Eagle,27139,EE-921327,10-May-25,28,,,,,
140,27140,GS/0,GS/027140,,,,,,,,,,27140,,,,,,,0,,,,,,27140,,,,,,,,
141,27141,GS/0,GS/027141,15-May-25,,Bharat Garments,12635,Max,"NOOSCWPTLY/Offwhite
  ","NOOSCWPTLY
  ",62063000,230.00,27141,1852977,Bangalore,," 72,450.00 ",300,300,0,,80266541,24-May-25,,Tci Express,27141,168153731,15-May-25,5,,,,,
142,27142,GS/0,GS/027142,15-May-25,,Bharat Garments,12635,Max,"NOOSCWPTLY/Offwhite
  ","NOOSCWPTLY
  ",62063000,230.00,27142,1852977,Ghaziabad,," 72,450.00 ",300,300,0,,80216154,23-May-25,,Tci Express,27142,168153742,15-May-25,5,,,,,
143,27143,GS/0,GS/027143,15-May-25,,Bharat Garments,12635,Max,"NOOSCWPTLY/Offwhite
  ","NOOSCWPTLY
  ",62063000,230.00,27143,1852977,Howarah,," 86,940.00 ",360,360,0,,80498841,27-May-25,,Tci Express,27143,168153753,15-May-25,6,,,,,
144,27144,GS/0,GS/027144,15-May-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black,"NOOSCWPTLY
  ",62063000,230.00,27144,1852968,Ghaziabad,," 14,490.00 ",60,60,0,,80153569,21-May-25,,Tci Express,27144,168153764,15-May-25,1,,,,,
145,27145,GS/0,GS/027145,15-May-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black,"NOOSCWPTLY
  ",62063000,230.00,27145,1852968,Howarah,," 43,470.00 ",180,180,0,,80498866,27-May-25,,Tci Express,27145,168153775,15-May-25,3,,,,,
146,27146,GS/0,GS/027146,15-May-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Beige,"NOOSCWPTLY
  ",62063000,230.00,27146,1852981,Ghaziabad,," 43,470.00 ",180,180,0,,80154050,21-May-25,,Tci Express,27146,168153786,15-May-25,3,,,,,
147,27147,GS/0,GS/027147,15-May-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Beige,"NOOSCWPTLY
  ",62063000,230.00,27147,1852981,Bangalore,," 43,470.00 ",180,180,0,,80266714,24-May-25,,Tci Express,27147,168153790,15-May-25,3,,,,,
148,27148,GS/0,GS/027148,15-May-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Beige,"NOOSCWPTLY
  ",62063000,230.00,27148,1852981,Bhiwandi,," 14,490.00 ",60,60,0,,79978070,19-May-25,,Tci Express,27148,168153801,15-May-25,1,,,,,
149,27149,GS/0,GS/027149,13-May-25,,Abt Enterprises,116216,D-Mart,"KURTIPANT LD
LDCRTLC","KURTIPANT LD
LDCRTLC",62114219,210.00,27149,5002277774,Bhiwandi,," 4,23,360.00 ",1920,1920,0,,Payment Received,21-May-25,,Sai Logistics,27149,154457,14-May-25,60,Allocation send,29-09-2025,Money Return,,
150,27150,GS/0,GS/027150,13-May-25,,Abt Enterprises,116216,D-Mart,"KURTIPANT LD
LDCRTLC","KURTIPANT LD
LDCRTLC",62114219,210.00,27150,5002277777,Isnapur,," 6,35,040.00 ",2880,2880,0,,Payment Received,05-Jun-25,,Sai Logistics,27150,154458,14-May-25,90,Allocation send,29-09-2025,Money Return,,
151,27151,GS/0,GS/027151,13-May-25,,Abt Enterprises,116216,D-Mart,"KURTIPANT LD
LDCRTLC","KURTIPANT LD
LDCRTLC",62114219,210.00,27151,5002277770,Vadodara,," 2,96,352.00 ",1344,1344,0,,Payment Received,27-May-25,,Sai Logistics,27151,154456,14-May-25,42,,,,,
152,27152,GS/0,GS/027152,13-May-25,,Cancel Invoice,,Moglix,SU-EEST00224-125 SS25/Purple,EEST00224,62063000,272.17,27152,PO#:MOGLIX8319500501613815,Hyderabad,, -   ,0,,0,,Cancel Invoice,,,Elite Eagle,27152,,,0,,,,,
153,27153,GS/0,GS/027153,13-May-25,,Bharat Garments,,Moglix,"SU-ESP00004-
222 SS25/Mauve",ESP00004,62063000,253.07,27153,MOGLIX8319500501613811,Hyderabad,," 2,12,579.00 ",800,800,0,,GRC(HYD)/00001311/25-26,20-May-25,,Elite Eagle,27153,EE-922179,14-May-25,14,,,,,
154,27154,GS/0,GS/027154,13-May-25,,Bharat Garments,,Moglix,"SU-ESP00004-
222 SS25/Fuschia",ESP00004,62063000,253.07,27154,MOGLIX8319500501613812,Hyderabad,," 2,65,724.00 ",1000,1000,0,,GRC(HYD)/00001307/25-26,20-May-25,,Elite Eagle,27154,EE-922178,14-May-25,17,,,,,
155,27155,GS/0,GS/027155,13-May-25,,Bharat Garments,,Moglix,"SU-ESP00004-
125 SS25/Shell",ESP00004,62063000,253.07,27155,MOGLIX8319500501613816,Hyderabad,," 3,84,502.00 ",1447,1447,0,,GRC(HYD)/00001308/25-26,20-May-25,,Elite Eagle,27155,EE-922177,14-May-25,25,,,,,
156,27156,GS/0,GS/027156,13-May-25,,Salasar Creation,,Moglix,SU-EEST00224-125 SS25/Paisley Purple,EEST00224,62063000,272.17,27156,MOGLIX8319500501613815,Hyderabad,," 6,00,135.00 ",2100,2100,0,,GRC(HYD)/00001331/25-26,20-May-25,,Elite Eagle,27156,EE-922188,14-May-25,27,,,,,
157,27157,GS/0,GS/027157,14-May-25,,Swar Savi Enterprises,116216,D-Mart,KURTIPANT LD RYF LYCRA,KURTIPANT LD RYF LYCRA,62114999,212.00,27157,5002279913,Bhiwandi,," 1,42,464.00 ",640,640,0,,Payment Received,20-May-25,,Sai Logistics,27157,152590,15-May-25,20,,,,,
158,27158,GS/0,GS/027158,14-May-25,,Swar Savi Enterprises,116216,D-Mart,KURTIPANT LD RYF LYCRA,KURTIPANT LD RYF LYCRA,62114999,212.00,27158,5002279917,Isnapur,," 1,42,464.00 ",640,640,0,,Payment Received,05-Jun-25,,Sai Logistics,27158,152591,15-May-25,20,,,,,
159,27159,GS/0,GS/027159,15-May-25,28-Mar-26,Salasar Creation,,Nexon,"SU-EEST00224-125 SS25/Airty Blue



",EEST00224,62063000,285.00,27159,PO(ELHYD)/01340/25-26,Hyderabad,," 5,98,500.00 ",2000,2000,0,,GRC(HYD)/00001355/25-26,21-May-25,,Elite Eagle,27159,EE-922696,15-May-25,27,,,,,
160,27160,GS/0,GS/027160,15-May-25,28-Mar-26,Salasar Creation,,Nexon,"SU-EEST00224-
125 SS25/Airy Blue



",EEST00224,62063000,285.00,27160,PO(ELHYD)/01335/25-26,Hyderabad,," 3,46,831.00 ",1159,1159,0,,GRC(HYD)/00001406/25-26,22-May-25,,Elite Eagle,27160,EE-922826,16-May-25,16,,,,,
161,27161,GS/0,GS/027161,16-May-25,,Salasar Creation,,Moglix,SU-EEST00224-125 SS25/Purple,EEST00224,62063000,272.17,27161,MOGLIX8319500501613815,Hyderabad,," 2,57,201.00 ",900,900,0,,GRC(HYD)/00001592/25-26,27-May-25,,Elite Eagle,27161,EE-923254,19-May-25,13,,,,,
162,27162,GS/0,GS/027162,16-May-25,28-Mar-26,Salasar Creation,,Nexon,"SU-IEST00059-224 SS25/Offwhite


",IEST00059,62064000,265.00,27162, PO(ELHYD)/02004/25-26,Hyderabad,," 2,06,462.00 ",742,742,0,,GRC(HYD)/00001458/25-26,23-May-25,,Elite Eagle,27162,EE-923003,17-May-25,10,,,,,
163,27163,GS/0,GS/027163,28-May-25,,Bharat Garments,12635,Max,"NOOSCWPTLY/Offwhite
","NOOSCWPTLY
",62063000,230.00,27163,1861217,Ghaziabad,," 1,44,900.00 ",600,600,0,,81257065,07-Jun-25,,Tci Express,27163,168155713,28-May-25,10,,,,,
