Sr.No,Bill no. ,Invoice,Invoice No,Bill Date,,Sticher Name,vendor code,buyer name,Description,Style name,HSN Code,rate,Bill no. ,P O Number,Destination ,, Invoice Full Amount ,Invoice Pcs,"Grn 
Pcs",Short Pcs,Remark,Grn No,Grn Date,,Transport,Bill no. ,LR No,LR  Date ,Cartons,Bank Name,Date,Hundi No,Vendor Code,Remark
746,27746,GS/0,GS/027746,23-Aug-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3744/Mint,GETKRTSCUT3744,62046300,269.31,27746,5109892971,Bangalore,," 2,53,367.00 ",896,896,0,,5073874993,03-Sep-25,,Sai Logistics,27746,175086,23-Aug-25,21,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
747,27747,GS/0,GS/027747,23-Aug-25,,Abt Enterprises,12635,Max,"UTEKP
A25SH/Teal","UTEKP
A25SH",62064000,255.00,27747,1881456,Bhiwandi,," 4,04,838.00 ",1512,1512,0,,86545956,03-Sep-25,,Tci Express,27747,169849470,24-Aug-25,25,,,,,
748,27748,GS/0,GS/027748,23-Aug-25,,Abt Enterprises,12635,Max,"UTEKP
A25SH/Teal","UTEKP
A25SH",62064000,255.00,27748,1881456,Ghaziabad,," 5,30,145.00 ",1980,1980,0,,86603024,04-Sep-25,,Tci Express,27748,169849455,24-Aug-25,31,,,,,
749,27749,GS/0,GS/027749,23-Aug-25,,Abt Enterprises,12635,Max,"UTEKP
A25SH/Teal","UTEKP
A25SH",62064000,255.00,27749,1881456,Bangalore,," 17,44,391.00 ",6515,6514,1,,86366408,31-Aug-25,,Tci Express,27749,169228323,25-Aug-25,101,,,,,
750,27750,GS/0,GS/027750,23-Aug-25,,Abt Enterprises,12635,Max,"UTEKP
A25SH/Teal","UTEKP
A25SH",62064000,255.00,27750,1881456,West Bengal,," 3,19,426.00 ",1193,1193,0,,86603545,05-Sep-25,,Tci Express,27750,169849466,24-Aug-25,20,,,,,
751,27751,GS/0,GS/027751,23-Aug-25,,Abt Enterprises,12635,Max,"UTEKP
A25SH/Teal","UTEKP
A25SH",62064000,255.00,27751,1881465,Bangalore,," 2,13,932.00 ",799,799,0,,86365440,31-Aug-25,,Tci Express,27751,169849481,24-Aug-25,14,,,,,
752,27752,GS/0,GS/027752,21-Aug-25,,Salasar Creation,116216,D-Mart,KURTA LD RYN EMB,KURTA LD RYN EMB,62114390,268.00,27752,5002428088,Telangana,," 7,80,041.00 ",2772,2772,0,,Payment Received,01-Sep-25,,Sai Logistics,27752,175061,22-Aug-25,77,,,,,
753,27753,GS/0,GS/027753,21-Aug-25,,,RR30304778,Reliance,TSS25ZWEWAM38798/Blue,TSS25ZWEWAM38798,62114300,466.98,27753,2000870644,West Bengal,," 3,922.63 ",8,8,0,,Payment Received,27-Jun-25,,,27753,,,1,,,,,
754,27754,GS/0,GS/027754,21-Aug-25,,,RR30304778,Reliance,TSS25ZWEWAM38795/TSS25ZWEWAM38797/Mint/Beige,TSS25ZWEWAM38795/TSS25ZWEWAM38797,62064000,293.62/296.87,27754,2000870644,West Bengal,," 11,160.26 ",36,36,0,,Payment Received,27-Jun-25,,,27754,,,1,,,,,
755,27755,GS/0,GS/027755,21-Aug-25,28-Mar-26,Nikhil Enterprises,,Nexon,SU-IEST00218-225 AW25/Lemon Yellow,IEST00218,62064000,275.00,27755,PO(ELHYD)/05375/25-26,Hyderabad,," 9,74,243.00 ",3374,3374,0,,GRC(HYD)/00004471/25-26,29-Aug-25,,Elite Eagle,27755,EE-939771,21-Aug-25,43,,,,,
756,27756,GS/0,GS/027756,02-Sep-25,,Bharat Garments,RR10337044,Reliance,GETKRTSCUT3750/Black,GETKRTSCUT3750,62064000,209.31,27756,5109936122,Jhajjar,," 3,53,399.00 ",1608,1608,0,,5074573783,,,Sai Logistics,27756,175357,03-Sep-25,34,HSBC BANK,29-10-2025,Reliance-133,RR10337044,
757,27757,GS/0,GS/027757,02-Sep-25,,Bharat Garments,RR10337044,Reliance,GETKRTSCUT3750/Black,GETKRTSCUT3750,62064000,209.31,27757,5109936150,Bangalore,," 6,27,679.00 ",2856,2840,16,Bharat Stitcher Debit Note,5075331341,19-Sep-25,,Sai Logistics,27757,175351,03-Sep-25,60,HSBC BANK,29-09-2025,Reliance-130,,
758,27758,GS/0,GS/027758,02-Sep-25,,Bharat Garments,RR10337044,Reliance,GETKRTSCUT3750/Black,GETKRTSCUT3750,62064000,209.31,27758,5109936095,West Bengal,," 3,27,026.00 ",1488,1480,8,,5074996830,15-Sep-25,,Sai Logistics,27758,175354,03-Sep-25,31,HSBC BANK,29-09-2025,Reliance-130,,
759,27759,GS/0,GS/027759,21-Aug-25,28-Mar-26,Dev Fashion,,Nexon,SU-MLK00258-225 AW25/Tender Green,MLK00258,62033300,420.00,27759,PO(ELHYD)/06138/25-26,Hyderabad,," 5,38,902.00 ",1222,1220,2,,GRC(HYD)/00004419/25-26,28-Aug-25,,Elite Eagle,27759,EE-939810,22-Aug-25,32,,,,,
760,27760,GS/0,GS/027760,22-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZZO CT DBL,PALAZZO CT DBL,62045290,265.00,27760,5002437237,Vadodara,," 5,07,528.00 ",1824,1824,0,,Payment Received,02-Sep-25,,Sai Logistics,27760,174971,23-Aug-25,57,,,,,
761,27761,GS/0,GS/027761,22-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZZO CT DBL,PALAZZO CT DBL,62045290,265.00,27761,5002437221,Bhiwandi,," 8,99,304.00 ",3232,1984,1248,Carton Return to vapi Warehoue ,Payment Received,22-Sep-25,,Sai Logistics,27761,174972,22-Aug-25,101,,,,,
762,27762,GS/0,GS/027762,,,cancel Invoice,,,,,,,27762,,,,,,,,,Cancel Invoice,,,,27762,,,,,,,,
763,27763,GS/0,GS/027763,08-Oct-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-125 AW25/Golden Cream,ESP00004,62041290,275.00,27763,PO(ELHYD)/07865/25-26,Hyderabad,," 2,31,000.00 ",800,800,0,,GRC(HYD)/00005954/25-26,13-Oct-25,,Elite Eagle,27763,EE-948864,08-Oct-25,10,,,,,
764,27764,GS/0,GS/027764,08-Oct-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/BLACK",ESPT00003,61046300,295.00,27764,PO(ELT)/01141/25-26,Bhiwandi,," 85,491.00 ",276,276,0,,GRC(ELT)/01025/2025-2026,14-Oct-25,,Elite Eagle,27764,EE-949160,09-Oct-25,8,,,,,
765,27765,GS/0,GS/027765,08-Oct-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/OFF WHITE",ESPT00003,61046300,295.00,27765,PO(ELT)/01140/25-26,Bhiwandi,," 92,925.00 ",300,300,0,,GRC(ELT)/01033/2025-2026,14-Oct-25,,Elite Eagle,27765,EE-949161,09-Oct-25,8,,,,,
766,27766,GS/0,GS/027766,09-Oct-25,28-Mar-26,cancel Invoice,,Nexon,SU-ESP00004-225 AW25/beige,ESP00004,62041290,275.00,27766,PO(ELHYD)/07878/25-26,Telangana,, -   ,0,,0,,Cancel Invoice,,,Elite Eagle,27766,,,9,,,,,
767,27767,GS/0,GS/027767,09-Oct-25,28-Mar-26,House of Sp LLP,,Nexon,SU-WGT00168-225 AW25/Montana grape,WGT00168,61061000,135.00,27767,PO(ELHYD)/06573/25-26,Telangana,," 3,41,901.00 ",2412,2412,0,,GRC(HYD)/00005940/25-26,13-Oct-25,,Elite Eagle,27767,,,29,,,,,
768,27768,GS/0,GS/027768,09-Oct-25,28-Mar-26,Bharat Garments,,Nexon,SU-ESP00004-222 AW25/Dark Earth,ESP00004,62041290,275.00,27768,PO(ELHYD)/07864/25-26,Telangana,," 1,59,390.00 ",552,552,0,,GRC(HYD)/00006008/25-26,14-Oct-25,,Elite Eagle,27768,,,8,,,,,
769,27769,GS/0,GS/027769,22-Aug-25,,cancel Invoice,116216,D-Mart,PALAZO PST AOEMB,PALAZO PST AOEMB,62045390,410.00,27769,5002437237,Vadodara,, -   ,0,,0,,Cancel Invoice,,,Sai Logistics,27769,,,39,,,,,
770,27770,GS/0,GS/027770,22-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO PST AOEMB,PALAZO PST AOEMB,62045390,410.00,27770,5002437221,Bhiwandi,," 9,78,096.00 ",2272,2272,0,,Payment Received,03-Sep-25,,Sai Logistics,27770,174944,27-Aug-25,71,,,,,
771,27771,GS/0,GS/027771,22-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO PST AOEMB,PALAZO PST AOEMB,62045390,410.00,27771,5002437242,Telangana,," 10,46,976.00 ",2432,2432,0,,Payment Received,08-Sep-25,,Sai Logistics,27771,174943,27-Aug-25,76,,,,,
772,27772,GS/0,GS/027772,22-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZZO CT DBL,PALAZZO CT DBL,62045290,265.00,27772,5002437242,Telangana,," 9,70,536.00 ",3488,3488,0,,Payment Received,15-Sep-25,,Sai Logistics,27772,174973,22-Aug-25,109,,,,,
773,27773,GS/0,GS/027773,22-Aug-25,28-Mar-26,Shreeji Apparels,,Nexon,SU-ESPT00003-224 AW25/Green Dust,ESPT00003,61099090,295.00,27773,PO(ELHYD)/03702/25-26,Hyderabad,," 3,10,060.00 ",1001,1001,0,,GRC(HYD)/00004410/25-26,28-Aug-25,,Elite Eagle,27773,EE-939926,22-Aug-25,22,,,,,
774,27774,GS/0,GS/027774,22-Aug-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Latte",ESPT00003,61099090,295.00,27774,PO(ELHYD)/03704/25-26,Hyderabad,," 3,14,087.00 ",1014,1014,0,,GRC(HYD)/00004425/25-26,28-Aug-25,,Elite Eagle,27774,EE-939927,22-Aug-25,22,,,,,
775,27775,GS/0,GS/027775,22-Aug-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Mauve
",ESPT00003,61099090,295.00,27775,PO(ELHYD)/03708/25-26,Hyderabad,," 3,25,238.00 ",1050,1050,0,,GRC(HYD)/00004428/25-26,28-Aug-25,,Elite Eagle,27775,EE-939929,22-Aug-25,21,,,,,
776,27776,GS/0,GS/027776,22-Aug-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Green Dust",ESPT00003,61046300,295.00,27776,PO(ELHYD)/06064/25-26,Hyderabad,," 3,04,484.00 ",983,983,0,,GRC(HYD)/00004417/25-26,28-Aug-25,,Elite Eagle,27776,EE-939931,22-Aug-25,22,,,,,
777,27777,GS/0,GS/027777,23-Aug-25,28-Mar-26,Nikhil Enterprises,,Nexon,SU-EMFK00147-225 AW25/Brown,EMFK00147,62064000,430.00,27777,PO(ELHYD)/04781/25-26,Hyderabad,," 10,71,410.00 ",2373,2373,0,,GRC(HYD)/00004439/25-26,28-Aug-25,,Elite Eagle,27777,EE-939999,23-Aug-25,37,,,,,
778,27778,GS/0,GS/027778,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite, NOOSCWPTLY,62063000,230.00,27778,1912300,West Bengal,," 14,490.00 ",60,60,0,,86661992,05-Sep-25,,Tci Express,27778,169849492,26-Aug-25,1,,,,,
779,27779,GS/0,GS/027779,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite, NOOSCWPTLY,62063000,230.00,27779,1912300,Bangalore,," 1,44,900.00 ",600,600,0,,86461952,01-Sep-25,,Tci Express,27779,169849503,26-Aug-25,10,,,,,
780,27780,GS/0,GS/027780,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Offwhite, NOOSCWPTLY,62063000,230.00,27780,1912300,Bhiwandi,," 43,470.00 ",180,180,0,,86303412,30-Aug-25,,Tci Express,27780,169849514,26-Aug-25,3,,,,,
781,27781,GS/0,GS/027781,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Beige, NOOSCWPTLY,62063000,230.00,27781,1912315,Bhiwandi,," 14,490.00 ",60,60,0,,86303510,30-Aug-25,,Tci Express,27781,169849525,26-Aug-25,1,,,,,
782,27782,GS/0,GS/027782,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Beige, NOOSCWPTLY,62063000,230.00,27782,1912315,West Bengal,," 14,490.00 ",60,60,0,,86715846,07-Sep-25,,Tci Express,27782,169849536,26-Aug-25,1,,,,,
783,27783,GS/0,GS/027783,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Beige, NOOSCWPTLY,62063000,230.00,27783,1912315,Ghaziabad,," 14,490.00 ",60,60,0,,86603249,04-Sep-25,,Tci Express,27783,169849540,26-Aug-25,1,,,,,
784,27784,GS/0,GS/027784,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black, NOOSCWPTLY,62063000,230.00,27784,1912318,Bhiwandi,," 14,490.00 ",60,60,0,,86303511,30-Aug-25,,Tci Express,27784,169849551,26-Aug-25,1,,,,,
785,27785,GS/0,GS/027785,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black, NOOSCWPTLY,62063000,230.00,27785,1912318,Ghaziabad,," 28,980.00 ",120,120,0,,86658914,05-Sep-25,,Tci Express,27785,169849584,26-Aug-25,2,,,,,
786,27786,GS/0,GS/027786,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black, NOOSCWPTLY,62063000,230.00,27786,1912318,Bangalore,," 14,490.00 ",60,60,0,,86461916,01-Sep-25,,Tci Express,27786,169849562,26-Aug-25,1,,,,,
787,27787,GS/0,GS/027787,25-Aug-25,,Bharat Garments,12635,Max,NOOSCWPTLY/Black, NOOSCWPTLY,62063000,230.00,27787,1912318,West Bengal,," 28,980.00 ",120,120,0,,86715871,07-Sep-25,,Tci Express,27787,169849573,26-Aug-25,2,,,,,
788,27788,GS/0,GS/027788,03-Sep-25,,Bharat Garments,RR10337044,Reliance,GETKRTSCUT3750/Black,GETKRTSCUT3750,62064000,209.31,27788,5110042154,Jhajjar,," 1,51,206.00 ",688,686,2,,5074574842,11-Sep-25,,Sai Logistics,27788,175359,03-Sep-25,17,HSBC BANK,29-09-2025,Reliance-130,,
789,27789,GS/0,GS/027789,01-Sep-25,,Bharat Garments,RR10337044,Reliance,GETKRTSCUT3750/Black,GETKRTSCUT3750,62064000,209.31,27789,5110042663,West Bengal,," 1,40,217.00 ",638,638,0,,5074594387,11-Sep-25,,Sai Logistics,27789,175319,01-Sep-25,15,HSBC BANK,29-09-2025,Reliance-130,,
790,27790,GS/0,GS/027790,01-Sep-25,,Bharat Garments,RR10337044,Reliance,GETKRTSCUT3750/Black,GETKRTSCUT3750,62064000,209.31,27790,5110042664,Bangalore,," 2,46,588.00 ",1122,1117,5,,5074603497,11-Sep-25,,Sai Logistics,27790,175320,01-Sep-25,26,HSBC BANK,29-09-2025,Reliance-130,,
791,27791,GS/0,GS/027791,28-Aug-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSCUT3752/Offwhite,GETKRTSCUT3752,62064000,209.31,27791,5110042663,West Bengal,," 1,40,217.00 ",638,636,2,,5074395107,09-Sep-25,,Sai Logistics,27791,175186,28-Aug-25,15,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
792,27792,GS/0,GS/027792,28-Aug-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSCUT3752/Offwhite,GETKRTSCUT3752,62064000,209.31,27792,5110042154,Jhajjar,," 1,51,206.00 ",688,687,1,,5073965859,04-Sep-25,,Sai Logistics,27792,175188,28-Aug-25,16,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
793,27793,GS/0,GS/027793,28-Aug-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSCUT3752/Offwhite,GETKRTSCUT3752,62064000,209.31,27793,5110042664,Bangalore,," 2,48,127.00 ",1129,1119,10,,5073942834,04-Sep-25,,Sai Logistics,27793,175196,28-Aug-25,26,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
794,27794,GS/0,GS/027794,01-Sep-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3745/Green,GETKRTSCUT3745,62046300,269.31,27794,5109929518,West Bengal,," 1,26,401.00 ",447,445,2,,5074594388,11-Sep-25,,Sai Logistics,27794,175315,01-Sep-25,12,HSBC BANK,29-09-2025,Reliance-130,,
795,27795,GS/0,GS/027795,01-Sep-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3745/Green,GETKRTSCUT3745,62046300,269.31,27795,5109892972,Jhajjar,," 1,37,712.00 ",487,449,38,Pcs Return to Vapi Warehouse,5074142198,06-Sep-25,,Sai Logistics,27795,175316,01-Sep-25,12,HSBC BANK,29-09-2025,Reliance-130,,
796,27796,GS/0,GS/027796,01-Sep-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3745/Green,GETKRTSCUT3745,62046300,269.31,27796,5109892971,Bangalore,," 2,47,429.00 ",875,867,8,,5074511202,10-Sep-25,,Sai Logistics,27796,175317,01-Sep-25,20,HSBC BANK,29-09-2025,Reliance-130,,
797,27797,GS/0,GS/027797,28-Aug-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSCUT3753/Green,GETKRTSCUT3753,62064000,209.31,27797,5110042663,West Bengal,," 1,34,942.00 ",614,612,2,,5074395102,09-Sep-25,,Sai Logistics,27797,175185,28-Aug-25,15,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
798,27798,GS/0,GS/027798,28-Aug-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSCUT3753/Green,GETKRTSCUT3753,62064000,209.31,27798,5110042154,Jhajjar,," 1,42,195.00 ",647,644,3,,5073959072,04-Sep-25,,Sai Logistics,27798,175189,28-Aug-25,15,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
799,27799,GS/0,GS/027799,28-Aug-25,,Abt Enterprises,RR10337044,Reliance,GETKRTSCUT3753/Green,GETKRTSCUT3753,62064000,209.31,27799,5110042664,Bangalore,," 2,40,654.00 ",1095,1090,5,,5073942076,04-Sep-25,,Sai Logistics,27799,175197,28-Aug-25,26,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
800,27800,GS/0,GS/027800,02-Sep-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3751/Red,GETKRTSCUT3751,62064000,209.31,27800,5109936100,West Bengal,," 3,27,026.00 ",1488,1488,0,,5074994155,,,Sai Logistics,27800,175356,03-Sep-25,31,HSBC BANK,29-10-2025,Reliance-133,RR10337044,
801,27801,GS/0,GS/027801,02-Sep-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3751/Red,GETKRTSCUT3751,62064000,209.31,27801,5109936124,Jhajjar,," 3,53,399.00 ",1608,1600,8,,5075055174,16-Sep-25,,Sai Logistics,27801,175363,03-Sep-25,34,HSBC BANK,29-09-2025,Reliance-130,,
802,27802,GS/0,GS/027802,02-Sep-25,,Shreeji Apparels,RR10337044,Reliance,GETKRTSCUT3751/Red,GETKRTSCUT3751,62064000,209.31,27802,5109936149,Bangalore,," 6,27,679.00 ",2856,2856,0,,5075281102,18-Sep-25,,Sai Logistics,27802,175353,03-Sep-25,60,HSBC BANK,29-10-2025,Reliance-133,RR10337044,
803,27803,GS/0,GS/027803,23-Aug-25,,Salasar Creation,116216,D-Mart,KURTA LD RYN EMB,KURTA LD RYN EMB,62114390,268.00,27803,5002428080,Bhiwandi,," 9,82,648.00 ",3492,3492,0,,Payment Received,28-Aug-25,,Sai Logistics,27803,175092,24-Aug-25,97,,,,,
804,27804,GS/0,GS/027804,29-Aug-25,,Swastik Garments,RR10337044,Reliance,GETKRTSFUT3619/Olive,GETKRTSFUT3619,62064000,299.50,27804,5110461527,West Bengal,," 32,705.00 ",104,104,0,,5074395106,09-Sep-25,,Sai Logistics,27804,175240,30-Aug-25,3,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
805,27805,GS/0,GS/027805,29-Aug-25,,Swastik Garments,RR10337044,Reliance,GETKRTSFUT3620/Mustard,GETKRTSFUT3620,62064000,399.50,27805,5110461528,West Bengal,," 43,625.00 ",104,104,0,,5074395108,09-Sep-25,,Sai Logistics,27805,175241,30-Aug-25,3,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
806,27806,GS/0,GS/027806,29-Aug-25,,Om Packing Works,RR10337044,Reliance,GETKRTSFUT3623/Cream,GETKRTSFUT3623,62064000,399.50,27806,5110461538,West Bengal,," 44,045.00 ",105,105,0,,5079863953,06-Nov-25,,Sai Logistics,27806,157829,29-Aug-25,2,,,,,
807,27807,GS/0,GS/027807,29-Aug-25,,Om Packing Works,RR10337044,Reliance,GETKRTSFUT3626/Blue,GETKRTSFUT3626,62064000,399.50,27807,5110461534,West Bengal,," 44,045.00 ",105,105,0,,5079863957,06-Nov-25,,Sai Logistics,27807,157833,29-Aug-25,2,,,,,
808,27808,GS/0,GS/027808,29-Aug-25,,Om Packing Works,RR10337044,Reliance,GETSKDSFUT3632/Fuschia,GETSKDSFUT3632,62064000,649.50,27808,5110461536,West Bengal,," 70,925.00 ",104,8,96,28113 New Invoice Riased ,5074491303,10-Sep-25,,Sai Logistics,27808,157832,25-Aug-25,4,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
809,27809,GS/0,GS/027809,29-Aug-25,,Om Packing Works,RR10337044,Reliance,GETCRDSFUT3633/Black,GETCRDSFUT3633,62064000,499.50,27809,5110461529,West Bengal,," 55,070.00 ",105,105,0,,5079863954,06-Nov-25,,Sai Logistics,27809,157831,24-Aug-25,3,,,,,
810,27810,GS/0,GS/027810,29-Aug-25,,Om Packing Works,RR10337044,Reliance,GETKRTSFUT3624/Wine,GETKRTSFUT3624,62064000,299.50,27810,5110461522,West Bengal,," 32,705.00 ",104,8,96,28115 New Invoice Raised,5074491304,10-Sep-25,,Sai Logistics,27810,157830,29-Aug-25,4,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
811,27811,GS/0,GS/027811,29-Aug-25,,Om Packing Works,RR10337044,Reliance,GETSKDSFUT3636/Wine,GETSKDSFUT3636,62064000,649.50,27811,5110461533,West Bengal,," 70,925.00 ",104,8,96,28116 New Invoice raised,5074491301,10-Sep-25,,Sai Logistics,27811,157834,29-Aug-25,4,HSBC BANK,20-09-2025,Reliance 127,RR10337044,
812,27812,GS/0,GS/027812,23-Aug-25,28-Mar-26,Om Packing Works,,Nexon,SU-ET00054-225 AW25/Navy,ET00054,62064000,265.00,27812,PO(ELHYD)/05824/25-26,Hyderabad,," 3,61,725.00 ",1300,1300,0,,GRC(HYD)/00004491/25-26,30-Aug-25,,Elite Eagle,27812,,,12,,,,,
813,27813,GS/0,GS/027813,25-Aug-25,28-Mar-26,Dev Fashion,,Nexon,SU-MLK00256-225 AW25/Mineral Red,MLK00256,62053000,420.00,27813,PO(ELHYD)/06115/25-26,Hyderabad,," 5,46,840.00 ",1240,1240,0,,GRC(HYD)/00004591/25-26,02-Sep-25,,Elite Eagle,27813,EE-940529,26-Aug-25,33,,,,,
814,27814,GS/0,GS/027814,25-Aug-25,28-Mar-26,Indian Stitching Company,,Nexon,"SU-EEST00296-
225 AW25/Navy",EEST00296,62064000,285.00,27814,PO(ELHYD)/05378/25-26, Hyderabad ,," 10,21,041.00 ",3412,3412,0,,GRC(HYD)/00004504/25-26,30-Aug-25,,Elite Eagle,27814,EE-940293,25-Aug-25,44,,,,,
815,27815,GS/0,GS/027815,25-Aug-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Offwhite",ESPT00003,61099090,295.00,27815, PO(ELHYD)/03710/25-26 ,Hyderabad,," 4,17,233.00 ",1347,1347,0,,GRC(HYD)/00004499/25-26,30-Aug-25,,Elite Eagle,27815,EE-940295,25-Aug-25,28,,,,,
816,27816,GS/0,GS/027816,25-Aug-25,28-Mar-26,Shreeji Apparels,,Nexon,"SU-ESPT00003-
224 AW25/Mauve
",ESPT00003,61099090.00,295.00,27816,PO(ELHYD)/03708/25-26, Hyderabad ,," 3,43,203.00 ",1108,1108,0,,GRC(HYD)/00004518/25-26,30-Aug-25,,Elite Eagle,27816,EE-940297,25-Aug-25,24,,,,,
817,27817,GS/0,GS/027817,25-Aug-25,,cancel Invoice,116216,D-Mart,KURTIPANT PST PRTBTEM,KURTIPANT PST PRTBTEM,62114999,270.00,27817,5002438526,Telangana,, -   ,0,,0,,Cancel Invoice,,,Sai Logistics,27817,162998,25-Aug-25,71,,,,,
818,27818,GS/0,GS/027818,28-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO SHTPRNT,PALAZO SHTPRNT,62045390,198.00,27818,5002414883,Bhiwandi,," 2,12,889.00 ",1024,1024,0,,Payment Received,04-Sep-25,,Sai Logistics,27818,174747,01-Sep-25,32,,,,,
819,27819,GS/0,GS/027819,28-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO SHTPRNT,PALAZO SHTPRNT,62045390,198.00,27819,5002414890,Vadodara,," 1,66,320.00 ",800,800,0,,Payment Received,08-Sep-25,,Sai Logistics,27819,174748,01-Sep-25,25,,,,,
820,27820,GS/0,GS/027820,28-Aug-25,,Swar Savi Enterprises,116216,D-Mart,PALAZO SHTPRNT,PALAZO SHTPRNT,62045390,198.00,27820,5002414894,Telangana,," 4,19,126.00 ",2016,2016,0,,Payment Received,08-Sep-25,,Sai Logistics,27820,174749,01-Sep-25,63,,,,,
821,27821,GS/0,GS/027821,29-Aug-25,,Abt Enterprises,12635,Max,"UTSKP
A25MB/Teal","UTSKP
A25MB",62063000,205.00,27821,1908261,Bhiwandi,," 3,12,328.00 ",1451,1434,17,,86662985,05-Sep-25,,Tci Express,27821,169849783,29-Aug-25,19,,,,,
822,27822,GS/0,GS/027822,29-Aug-25,,Abt Enterprises,12635,Max,"UTSKP
A25MB/Teal","UTSKP
A25MB",62063000,205.00,27822,1908261,Ghaziabad,," 1,98,245.00 ",921,921,0,,87081051,12-Sep-25,,Tci Express,27822,169849820,29-Aug-25,12,,,,,
823,27823,GS/0,GS/027823,29-Aug-25,,Abt Enterprises,12635,Max,"UTSKP
A25MB/Teal","UTSKP
A25MB",62063000,205.00,27823,1908261,Bangalore,," 1,00,952.00 ",469,469,0,,87344246,16-Sep-25,,Tci Express,27823,169849805,29-Aug-25,6,,,,,
824,27824,GS/0,GS/027824,29-Aug-25,,Abt Enterprises,12635,Max,"UTSKP
A25MB/Teal","UTSKP
A25MB",62063000,205.00,27824,1908261,West Bengal,," 1,41,634.00 ",658,658,0,,86886360,09-Sep-25,,Tci Express,27824,169849816,29-Aug-25,10,,,,,
825,27825,GS/0,GS/027825,29-Aug-25,,Abt Enterprises,12635,Max,"UTSKP
A25MB/Teal","UTSKP
A25MB",62063000,205.00,27825,1881448,Bangalore,," 1,07,625.00 ",500,500,0,,87007779,11-Sep-25,,Tci Express,27825,169849794,29-Aug-25,7,,,,,
826,27826,GS/0,GS/027826,08-Sep-25,,Om Packing Works,RR10337044,Reliance,GETKRTSFUT3622/Beige,GETKRTSFUT3622,62064000,299.50,27826,5110461526,West Bengal,," 32,705.00 ",104,104,0,,5074996832,15-Sep-25,,Sai Logistics,27826,173992,09-Sep-25,3,HSBC BANK,29-09-2025,Reliance-130,,
827,27827,GS/0,GS/027827,09-Sep-25,,Om Packing Works,RR10337044,Reliance,GETKRTSFUT3622/Beige,GETKRTSFUT3622,62064000,299.50,27827,5110461593,Jhajjar,," 47,800.00 ",152,144,8,,5074972667,15-Sep-25,,Sai Logistics,27827,171185,10-Sep-25,4,HSBC BANK,29-09-2025,Reliance-130,,
